enrollment,actual_duration,AE_total_serious,mean_age_imp,phase_encoded,dropout_rate
1.0,34.0,0.0,41.5,4,100.0
50.0,12.0,0.0,41.5,6,2.0
156.0,14.0,0.0,33.89936608557845,6,10.897435897435898
33.0,82.0,184.0,41.5,2,90.9090909090909
713.0,2.0,1.0,33.5,4,2.524544179523142
1013.0,6.0,11.0,17.5,4,3.356367226061204
44.0,18.0,63.0,41.5,2,2.272727272727273
805.0,10.0,11.0,33.89936608557845,6,3.602484472049689
158.0,40.0,205.0,11.5,6,44.936708860759495
121.0,21.0,136.0,41.5,4,18.181818181818183
1800.0,51.0,194.0,9.5,4,17.833333333333336
20.0,0.0,0.0,34.0,0,5.0
82.0,21.0,0.0,31.5,2,14.634146341463412
575.0,45.0,248.0,33.89936608557845,6,21.39130434782609
1474.0,3.0,13.0,33.89936608557845,6,3.188602442333785
474.0,7.0,2.0,33.89936608557845,4,3.375527426160337
152.0,17.0,0.0,8.0,7,6.578947368421052
4065.0,59.0,40.0,21.0,6,39.31119311193112
399.0,17.0,57.0,28.5,4,3.7593984962406015
51.0,7.0,0.0,34.0,2,29.411764705882355
14819.0,60.0,6443.0,33.89936608557845,6,15.99298198258992
3537.0,18.0,1.0,33.89936608557845,7,5.089058524173027
91.0,15.0,6.0,41.0,7,18.68131868131868
389.0,2.0,7.0,41.5,6,4.370179948586118
201.0,7.0,1.0,17.5,6,1.4925373134328357
576.0,13.0,267.0,33.89936608557845,4,0.1736111111111111
45.0,22.0,1.0,41.5,3,11.11111111111111
301.0,9.0,25.0,33.89936608557845,4,5.647840531561462
200.0,34.0,814.0,33.89936608557845,6,11.5
201.0,9.0,41.0,33.89936608557845,3,4.477611940298507
32.0,42.0,0.0,49.0,4,0.0
19.0,57.0,1.0,41.5,4,21.052631578947366
29255.0,142.0,57.0,11.0,7,0.0
100.0,13.0,13.0,33.89936608557845,2,4.0
551.0,14.0,705.0,33.89936608557845,6,11.252268602540836
60.0,39.0,12.0,69.0,4,78.33333333333333
2799.0,60.0,0.0,33.89936608557845,6,3.1439799928545917
40.0,8.0,5.0,33.89936608557845,2,2.5
6181.0,35.0,9096.0,33.89936608557845,6,8.137841773175863
116.0,18.0,0.0,41.5,7,0.0
720.0,27.0,69.0,62.0,6,10.694444444444445
1950.0,5.0,149.0,33.89936608557845,7,7.333333333333333
389.0,45.0,2.0,14.5,6,0.5141388174807198
33.0,4.0,0.0,33.89936608557845,7,6.0606060606060606
1507.0,16.0,9145.0,33.89936608557845,4,3.64963503649635
120.0,19.0,6.0,44.0,2,0.8333333333333334
15.0,16.0,0.0,17.5,7,13.333333333333334
454.0,2.0,3.0,33.89936608557845,6,1.1013215859030838
4003.0,17.0,4538.0,33.89936608557845,6,13.5898076442668
12.0,37.0,10.0,41.5,4,8.333333333333332
32.0,4.0,0.0,33.89936608557845,7,0.0
67.0,81.0,0.0,15.0,0,14.925373134328357
121.0,2.0,0.0,41.5,7,0.0
394.0,14.0,7.0,33.89936608557845,3,0.0
60.0,16.0,0.0,34.5,2,0.0
43.0,2.0,0.0,29.5,4,0.0
408.0,7.0,19.0,41.5,4,0.7352941176470588
805.0,8.0,44.0,41.5,4,1.4906832298136643
28.0,44.0,4.0,44.0,4,0.0
370.0,7.0,72.0,33.89936608557845,6,1.6216216216216215
390.0,11.0,60.0,33.89936608557845,4,1.7948717948717947
34.0,13.0,1.0,33.89936608557845,3,0.0
48.0,39.0,0.0,29.0,2,29.166666666666668
34.0,27.0,0.0,5.5,7,8.823529411764707
600.0,15.0,91.0,33.89936608557845,6,1.5
28.0,56.0,51.0,49.0,4,7.142857142857142
128.0,4.0,0.0,38.5,4,0.0
200.0,6.0,5.0,39.0,6,16.0
87.0,18.0,3.0,29.0,2,14.942528735632186
240.0,12.0,116.0,41.5,6,1.25
210.0,14.0,1.0,10.0,6,4.285714285714286
20.0,9.0,0.0,42.5,4,0.0
45.0,21.0,46.0,34.0,2,13.333333333333334
86.0,25.0,5.0,33.89936608557845,6,0.0
63.0,1.0,0.0,33.89936608557845,4,0.0
11.0,14.0,4.0,46.5,3,27.27272727272727
180.0,65.0,22.0,23.5,4,7.777777777777778
203.0,47.0,8.0,44.0,4,7.881773399014778
346.0,43.0,8.0,41.5,6,13.872832369942197
136.0,99.0,138.0,59.0,7,63.97058823529412
15.0,50.0,104.0,41.5,4,0.0
40.0,3.0,0.0,34.0,2,0.0
100.0,6.0,0.0,13.0,6,0.0
241.0,4.0,0.0,33.89936608557845,7,2.904564315352697
60.0,9.0,0.0,5.0,7,0.0
120.0,0.0,0.0,41.5,7,0.8333333333333334
188.0,4.0,2.0,33.89936608557845,4,0.0
120.0,0.0,0.0,41.5,6,0.0
4002.0,55.0,842.0,7.5,4,4.3478260869565215
9.0,6.0,0.0,29.0,6,0.0
18.0,23.0,0.0,41.5,7,5.555555555555555
60.0,4.0,0.0,31.5,2,0.0
353.0,3.0,0.0,33.5,3,5.6657223796034
87.0,29.0,0.0,5.0,4,4.597701149425287
10160.0,8.0,673.0,41.0,6,7.066929133858267
1473.0,25.0,1548.0,33.89936608557845,6,16.08961303462322
10644.0,23.0,17614.0,33.89936608557845,6,14.3836903419767
102.0,15.0,0.0,36.5,6,100.0
606.0,28.0,399.0,60.0,4,10.231023102310232
241.0,15.0,2.0,31.5,2,6.639004149377594
4748.0,24.0,177.0,33.5,4,12.047177759056444
301.0,7.0,0.0,33.5,7,0.6644518272425249
1268.0,3.0,75.0,33.89936608557845,7,1.498422712933754
120.0,3.0,0.0,41.5,7,0.8333333333333334
100.0,6.0,0.0,42.0,4,1.0
19334.0,2.0,0.0,33.89936608557845,0,0.0
466.0,10.0,103.0,33.89936608557845,6,0.4291845493562232
87.0,84.0,0.0,69.0,4,74.71264367816092
263.0,7.0,0.0,33.89936608557845,6,0.7604562737642585
762.0,12.0,177.0,33.89936608557845,6,3.674540682414698
807.0,8.0,44.0,33.89936608557845,4,0.6195786864931847
33.0,11.0,7.0,33.89936608557845,2,6.0606060606060606
50.0,67.0,0.0,41.5,3,4.0
603.0,23.0,322.0,33.89936608557845,6,6.301824212271974
2831.0,3.0,22.0,42.0,6,1.6248675379724478
192.0,13.0,21.0,41.5,6,1.0416666666666663
976.0,4.0,65.0,33.89936608557845,6,3.995901639344263
129.0,11.0,0.0,41.5,1,8.527131782945736
271.0,17.0,50.0,36.5,6,2.214022140221402
300.0,6.0,1.0,33.5,7,0.0
4545.0,18.0,8113.0,33.89936608557845,6,15.203520352035206
312.0,7.0,23.0,41.5,6,9.935897435897436
1000.0,21.0,146.0,41.5,6,0.0
151.0,7.0,1.0,35.5,4,1.3245033112582782
99.0,36.0,0.0,19.5,4,20.2020202020202
87.0,12.0,0.0,31.5,2,10.344827586206897
11.0,10.0,0.0,21.5,7,9.090909090909092
119.0,2.0,1.0,41.5,4,0.8403361344537815
303.0,37.0,16.0,33.89936608557845,6,7.920792079207921
342.0,3.0,2.0,33.89936608557845,6,0.5847953216374269
48.0,19.0,1.0,33.5,2,2.083333333333333
18.0,23.0,6.0,41.5,2,16.666666666666664
1885.0,23.0,5974.0,33.89936608557845,4,4.562334217506631
521.0,28.0,32.0,33.89936608557845,6,10.9404990403071
387.0,61.0,1.0,4.0,4,2.0671834625323
873.0,63.0,35.0,20.0,7,11.225658648339062
278.0,72.0,11.0,33.89936608557845,4,48.561151079136685
764.0,4.0,1.0,33.89936608557845,6,0.1308900523560209
9003.0,7.0,367.0,33.89936608557845,6,5.5425969121403975
178.0,11.0,173.0,33.89936608557845,6,3.932584269662921
421.0,5.0,16.0,33.89936608557845,4,1.9002375296912115
440.0,6.0,5.0,14.5,4,2.727272727272727
3630.0,22.0,9136.0,33.89936608557845,6,3.608815426997245
780.0,13.0,1177.0,33.89936608557845,6,0.2564102564102564
881.0,14.0,3.0,33.89936608557845,6,0.681044267877412
523.0,14.0,4.0,28.0,4,5.353728489483748
450.0,7.0,14.0,33.89936608557845,6,4.666666666666667
4902.0,29.0,8046.0,33.89936608557845,6,6.364749082007344
157.0,14.0,55.0,33.89936608557845,4,8.9171974522293
81.0,18.0,1.0,31.5,7,1.2345679012345678
17.0,17.0,0.0,34.0,7,5.88235294117647
368.0,3.0,1.0,33.89936608557845,6,1.9021739130434785
1053.0,5.0,183.0,29.0,4,1.519468186134853
7.0,156.0,5.0,69.0,0,0.0
601.0,2.0,44.0,41.5,4,3.6605657237936775
810.0,8.0,9.0,33.89936608557845,6,1.4814814814814816
1027.0,18.0,20.0,33.89936608557845,6,12.755598831548198
12.0,11.0,35.0,41.5,3,0.0
133.0,11.0,6.0,29.5,2,16.541353383458645
1507.0,1.0,23.0,33.5,6,10.41804910418049
602.0,3.0,4.0,33.89936608557845,7,5.3156146179402
3055.0,21.0,404.0,16.5,6,6.710310965630114
695.0,8.0,5.0,33.89936608557845,6,0.8633093525179856
100.0,87.0,11.0,41.5,4,33.0
320.0,7.0,20.0,33.89936608557845,6,5.625
50.0,1.0,1.0,33.5,4,4.0
126.0,1.0,0.0,41.5,6,0.7936507936507936
17535.0,57.0,2093.0,33.89936608557845,6,36.6581123467351
130.0,12.0,3.0,39.0,4,4.615384615384616
132.0,5.0,2.0,7.0,6,0.7575757575757576
172.0,7.0,14.0,33.89936608557845,6,0.5813953488372093
14.0,96.0,2.0,69.0,0,7.142857142857142
6154.0,18.0,2708.0,33.89936608557845,6,4.777380565485863
410.0,77.0,748.0,39.0,4,42.19512195121951
67.0,6.0,0.0,34.0,4,5.970149253731343
113.0,14.0,52.0,33.89936608557845,4,5.3097345132743365
842.0,4.0,17.0,33.89936608557845,6,7.007125890736342
122.0,5.0,0.0,67.5,2,3.278688524590164
746.0,12.0,597.0,33.89936608557845,4,5.361930294906166
250.0,25.0,1.0,17.5,6,10.8
40.0,32.0,0.0,33.89936608557845,7,2.5
103.0,7.0,1.0,3.0,4,5.825242718446602
4363.0,13.0,362.0,33.89936608557845,6,8.022003208801284
469.0,7.0,11.0,41.0,4,1.7057569296375266
81.0,15.0,16.0,41.5,4,11.11111111111111
33.0,19.0,1.0,33.89936608557845,1,3.0303030303030303
43.0,100.0,6.0,41.5,4,46.51162790697674
44.0,63.0,35.0,33.89936608557845,3,27.27272727272727
70.0,16.0,9.0,33.89936608557845,6,15.714285714285714
720.0,19.0,129.0,59.0,4,3.055555555555556
21.0,14.0,4.0,41.5,3,9.523809523809524
1143.0,28.0,269.0,33.89936608557845,0,2.012248468941382
242.0,3.0,22.0,33.89936608557845,6,4.545454545454546
501.0,15.0,67.0,33.89936608557845,4,1.1976047904191618
54.0,89.0,397.0,41.5,4,62.96296296296296
62.0,38.0,0.0,44.0,7,9.67741935483871
1153.0,26.0,758.0,33.5,4,9.800520381613184
1320.0,25.0,20.0,33.89936608557845,4,3.636363636363636
149.0,78.0,8.0,19.5,4,28.85906040268457
40.0,14.0,2.0,34.0,2,7.5
3670.0,7.0,3.0,33.5,6,8.71934604904632
85.0,35.0,1.0,12.0,4,1.1764705882352942
60.0,18.0,0.0,39.0,7,8.333333333333332
440.0,2.0,0.0,41.5,6,0.2272727272727272
200.0,15.0,82.0,33.89936608557845,4,5.5
739.0,5.0,3.0,41.5,6,0.5412719891745602
618.0,18.0,636.0,33.89936608557845,3,6.634304207119741
300.0,0.0,3.0,33.5,7,1.0
15459.0,23.0,17115.0,33.89936608557845,6,29.982534445953814
89.0,7.0,0.0,6.0,6,1.1235955056179776
1239.0,44.0,11.0,33.89936608557845,6,11.702986279257466
262.0,7.0,1.0,33.89936608557845,6,5.7251908396946565
200.0,21.0,37.0,60.0,4,11.5
225.0,22.0,59.0,33.89936608557845,6,18.666666666666668
668.0,18.0,76.0,33.89936608557845,6,2.694610778443114
400.0,13.0,4.0,14.5,6,2.25
484.0,2.0,9.0,17.5,4,13.429752066115702
43.0,37.0,2.0,41.5,4,2.3255813953488373
598.0,9.0,2.0,33.89936608557845,6,11.036789297658862
793.0,9.0,509.0,33.89936608557845,6,2.269861286254729
200.0,9.0,1.0,33.5,2,0.5
149.0,17.0,1.0,41.5,4,7.38255033557047
1259.0,13.0,368.0,33.89936608557845,4,8.18109610802224
750.0,8.0,467.0,33.89936608557845,6,0.2666666666666666
41188.0,33.0,37.0,33.89936608557845,6,99.98300475866758
3651.0,14.0,134.0,35.5,7,2.026841961106546
1025.0,11.0,7.0,14.0,6,0.878048780487805
1992.0,11.0,460.0,33.89936608557845,7,2.7610441767068274
75.0,8.0,0.0,12.0,4,1.3333333333333337
1000.0,7.0,12.0,5.5,6,2.6
5388.0,46.0,6.0,41.5,7,0.6310319227913883
5815.0,34.0,552.0,33.89936608557845,4,55.83834909716251
503.0,11.0,262.0,33.89936608557845,6,2.783300198807157
713.0,21.0,45.0,31.5,4,7.573632538569424
36.0,16.0,0.0,31.5,2,11.11111111111111
360.0,8.0,12.0,33.89936608557845,6,3.055555555555556
1124.0,10.0,29.0,41.5,6,3.113879003558719
410.0,17.0,38.0,33.89936608557845,4,5.609756097560976
44.0,70.0,170.0,41.5,4,11.363636363636363
300.0,16.0,6.0,6.5,4,8.0
489.0,28.0,658.0,33.89936608557845,6,6.5439672801636
9.0,35.0,0.0,41.5,2,22.22222222222222
2249.0,18.0,2995.0,33.89936608557845,6,2.0898176967541127
180.0,12.0,6.0,31.5,4,6.111111111111111
6081.0,34.0,172.0,21.5,6,22.69363591514553
729.0,10.0,16.0,33.5,4,6.721536351165981
3647.0,6.0,63.0,41.5,6,6.306553331505346
1200.0,19.0,66.0,33.89936608557845,6,5.666666666666666
526.0,7.0,55.0,41.5,6,2.281368821292776
624.0,13.0,482.0,33.89936608557845,4,3.205128205128205
373.0,20.0,68.0,33.89936608557845,6,5.093833780160858
538.0,61.0,99.0,14.5,4,16.91449814126394
1183.0,20.0,29.0,33.89936608557845,6,2.028740490278952
1712.0,25.0,7203.0,33.89936608557845,6,17.990654205607477
873.0,6.0,14.0,17.5,4,1.3745704467353952
82.0,32.0,0.0,35.0,3,9.75609756097561
841.0,21.0,795.0,41.5,4,22.473246135552916
7744.0,27.0,16273.0,33.89936608557845,6,13.584710743801654
63.0,17.0,1.0,29.0,2,1.5873015873015872
420.0,6.0,1.0,39.0,2,0.9523809523809524
1167.0,31.0,884.0,33.89936608557845,6,7.28363324764353
173.0,5.0,0.0,4.0,4,6.9364161849710975
363.0,7.0,19.0,33.89936608557845,6,1.6528925619834711
43695.0,21.0,15383.0,33.89936608557845,6,22.631880077812102
479.0,8.0,16.0,33.89936608557845,4,1.2526096033402925
1522.0,8.0,87.0,41.5,6,0.7227332457293035
484.0,60.0,52.0,41.0,4,16.32231404958678
10.0,41.0,4.0,41.0,4,40.0
1851.0,15.0,219.0,33.89936608557845,4,7.401404646137223
1200.0,9.0,124.0,33.89936608557845,6,0.3333333333333333
29.0,51.0,1.0,41.5,0,6.896551724137931
861.0,7.0,120.0,41.5,6,16.957026713124275
180.0,22.0,7.0,34.5,4,8.88888888888889
150.0,39.0,14.0,69.0,2,16.0
50.0,158.0,0.0,54.0,4,20.0
751.0,13.0,10.0,14.0,6,1.8641810918774968
971.0,14.0,273.0,33.89936608557845,6,5.76725025746653
71.0,8.0,4.0,34.0,4,19.718309859154928
885.0,4.0,87.0,33.89936608557845,6,1.1299435028248588
4292.0,7.0,76.0,41.0,6,2.096924510717614
204.0,20.0,50.0,33.89936608557845,3,5.88235294117647
6790.0,22.0,711.0,33.89936608557845,6,3.74079528718704
75.0,21.0,38.0,29.0,4,5.333333333333334
865.0,16.0,56.0,33.89936608557845,6,2.6589595375722546
48.0,5.0,2.0,34.0,2,2.083333333333333
671.0,6.0,874.0,33.89936608557845,3,1.7883755588673622
699.0,10.0,2063.0,33.89936608557845,6,2.432045779685265
8687.0,36.0,4397.0,33.89936608557845,6,2.912397835846668
301.0,8.0,0.0,41.5,6,0.3322259136212624
120.0,10.0,21.0,33.89936608557845,4,1.6666666666666667
260.0,20.0,8.0,31.5,4,21.153846153846157
845.0,39.0,226.0,40.0,6,5.562130177514793
309.0,34.0,48.0,33.89936608557845,4,4.53074433656958
10.0,64.0,8.0,49.0,3,40.0
14.0,83.0,1.0,41.5,4,42.85714285714285
4441.0,18.0,8295.0,33.89936608557845,6,9.952713352848455
500.0,8.0,1.0,33.89936608557845,6,2.2
1558.0,17.0,1296.0,33.89936608557845,6,11.0397946084724
3604.0,4.0,28.0,10.0,5,7.574916759156493
35.0,8.0,0.0,6.0,3,5.714285714285714
22.0,41.0,8.0,41.5,4,9.090909090909092
303.0,24.0,893.0,41.5,4,100.0
74.0,7.0,6.0,31.5,4,10.81081081081081
1478.0,21.0,29.0,6.0,6,2.165087956698241
36.0,133.0,2.0,69.0,4,22.22222222222222
264.0,5.0,4.0,14.0,6,0.7575757575757576
69.0,97.0,217.0,41.5,4,88.40579710144928
1128.0,23.0,132.0,33.89936608557845,6,9.840425531914894
300.0,1.0,4.0,33.5,7,0.3333333333333333
2007.0,8.0,547.0,41.5,4,0.4982561036372696
61.0,29.0,1.0,33.89936608557845,4,0.0
12794.0,8.0,1381.0,33.89936608557845,6,2.9388775988744724
200.0,2.0,1.0,33.89936608557845,4,1.5
39.0,84.0,0.0,33.89936608557845,4,2.564102564102564
744.0,16.0,6.0,12.0,6,1.747311827956989
3124.0,2.0,203.0,33.89936608557845,4,0.6081946222791293
1220.0,1.0,159.0,33.89936608557845,4,0.4098360655737705
120.0,1.0,0.0,38.5,7,0.8333333333333334
135.0,13.0,14.0,33.89936608557845,2,17.037037037037038
1252.0,2.0,70.0,41.5,6,0.4792332268370607
1046.0,34.0,684.0,22.5,4,15.487571701720842
310.0,12.0,5.0,33.89936608557845,6,2.5806451612903225
662.0,5.0,464.0,33.89936608557845,4,6.042296072507553
770.0,3.0,35.0,33.89936608557845,6,1.5584415584415583
390.0,9.0,4.0,33.89936608557845,4,9.743589743589745
84496.0,61.0,967.0,33.89936608557845,7,12.492899072145429
350.0,26.0,30.0,40.0,4,10.857142857142858
930.0,5.0,50.0,39.0,5,0.967741935483871
46.0,74.0,66.0,41.5,4,36.95652173913043
245.0,10.0,4.0,33.89936608557845,6,4.489795918367347
123.0,14.0,3.0,33.89936608557845,6,6.504065040650407
200.0,19.0,0.0,20.5,0,6.0
378.0,15.0,17.0,33.89936608557845,4,5.555555555555555
531.0,10.0,1.0,19.5,6,1.8832391713747645
244.0,4.0,9.0,33.89936608557845,4,0.819672131147541
306.0,6.0,6.0,33.89936608557845,4,4.248366013071895
2100.0,2.0,7.0,33.89936608557845,6,0.2380952380952381
463.0,14.0,1.0,13.5,6,3.2397408207343417
68.0,1.0,0.0,33.89936608557845,4,1.4705882352941175
300.0,21.0,123.0,33.89936608557845,4,0.3333333333333333
26.0,255.0,57.0,41.5,4,3.8461538461538463
254.0,7.0,6.0,33.89936608557845,6,7.086614173228346
103.0,21.0,0.0,39.0,7,8.737864077669903
640.0,18.0,12.0,41.5,6,7.187499999999999
519.0,39.0,33.0,33.89936608557845,6,0.0
541.0,16.0,42.0,65.0,4,6.469500924214418
113.0,26.0,1.0,31.5,3,15.929203539823009
1053.0,11.0,103.0,33.89936608557845,6,1.2345679012345678
502.0,5.0,3.0,31.5,2,0.99601593625498
1378.0,20.0,216.0,33.89936608557845,6,8.34542815674891
918.0,8.0,28.0,33.89936608557845,6,0.8714596949891068
4561.0,8.0,202.0,41.5,6,2.2802017101512826
604.0,15.0,281.0,16.0,4,0.9933774834437088
1612.0,20.0,418.0,33.89936608557845,6,3.411910669975186
110.0,5.0,2.0,33.89936608557845,6,7.272727272727272
43.0,7.0,0.0,41.5,7,11.627906976744184
2797.0,54.0,1599.0,33.89936608557845,6,13.836253128351805
1715.0,14.0,16.0,13.5,4,4.314868804664723
300.0,20.0,225.0,75.0,4,50.0
301.0,2.0,0.0,33.89936608557845,4,0.3322259136212624
320.0,9.0,94.0,41.5,4,3.4375000000000004
396.0,24.0,658.0,33.89936608557845,4,5.05050505050505
507.0,3.0,16.0,31.5,4,5.9171597633136095
409.0,11.0,41.0,33.89936608557845,4,2.2004889975550124
1471.0,6.0,58.0,33.89936608557845,6,1.699524133242692
617.0,43.0,20.0,33.89936608557845,4,16.693679092382496
57.0,89.0,0.0,69.0,4,24.561403508771928
278.0,4.0,146.0,33.89936608557845,7,1.4388489208633095
355.0,8.0,76.0,33.89936608557845,6,0.8450704225352111
900.0,4.0,22.0,39.0,6,13.555555555555555
257.0,4.0,6.0,33.89936608557845,4,0.3891050583657587
384.0,70.0,86.0,13.0,3,8.854166666666668
1312.0,21.0,1165.0,33.89936608557845,6,8.536585365853659
1006.0,7.0,20.0,41.0,4,0.3976143141153081
7500.0,20.0,1844.0,41.0,7,4.133333333333333
1351.0,16.0,735.0,33.89936608557845,6,3.03478904515174
1398.0,8.0,36.0,41.5,7,2.0028612303290414
30.0,7.0,1.0,30.0,2,3.333333333333333
312.0,2.0,8.0,41.0,4,4.807692307692308
180.0,15.0,6.0,29.0,4,2.2222222222222223
180.0,18.0,195.0,33.89936608557845,4,4.444444444444445
138.0,28.0,20.0,6.0,4,26.08695652173913
120.0,9.0,1.0,33.5,4,4.166666666666666
55.0,1.0,0.0,34.5,7,9.090909090909092
665.0,12.0,15.0,33.89936608557845,4,3.007518796992481
240.0,2.0,3.0,33.89936608557845,7,2.9166666666666665
152.0,26.0,1.0,54.0,7,7.236842105263158
81.0,33.0,13.0,62.0,2,4.938271604938271
2654.0,3.0,57.0,41.5,6,1.6955538809344386
56.0,24.0,0.0,34.0,2,19.642857142857142
7.0,9.0,0.0,8.0,3,0.0
704.0,7.0,23.0,35.0,6,2.556818181818182
365.0,12.0,3.0,33.5,4,4.657534246575342
628.0,7.0,269.0,33.89936608557845,7,0.6369426751592357
913.0,12.0,56.0,33.89936608557845,6,1.2048192771084338
30.0,4.0,1.0,33.5,4,0.0
907.0,7.0,39.0,33.89936608557845,6,1.102535832414553
34.0,51.0,4.0,41.5,4,32.35294117647059
753.0,30.0,358.0,33.89936608557845,6,6.640106241699867
107.0,25.0,60.0,33.89936608557845,3,5.607476635514018
3484.0,3.0,89.0,41.5,6,2.755453501722158
311.0,46.0,0.0,41.5,6,37.29903536977492
882.0,4.0,10.0,33.89936608557845,6,0.7936507936507936
250.0,9.0,2.0,33.89936608557845,6,0.4
600.0,5.0,60.0,33.89936608557845,7,14.499999999999998
3024.0,17.0,35.0,41.5,4,2.876984126984127
534.0,6.0,0.0,11.5,6,0.1872659176029962
465.0,5.0,2.0,11.0,7,1.935483870967742
2520.0,21.0,52.0,21.0,6,6.746031746031746
525.0,40.0,15.0,33.89936608557845,6,3.8095238095238098
692.0,12.0,3.0,18.0,6,1.0115606936416186
48.0,6.0,1.0,31.5,2,10.416666666666668
243.0,50.0,1.0,33.89936608557845,6,40.32921810699588
3575.0,51.0,477.0,34.0,4,15.328671328671328
11.0,38.0,4.0,41.5,4,54.54545454545454
66.0,22.0,3.0,33.89936608557845,7,16.666666666666664
5.0,52.0,0.0,41.5,4,80.0
1886.0,8.0,372.0,33.89936608557845,6,1.166489925768823
83.0,0.0,0.0,38.5,7,6.024096385542169
18.0,49.0,11.0,41.5,4,38.88888888888889
353.0,27.0,0.0,21.5,7,54.95750708215298
300.0,6.0,0.0,33.0,6,0.6666666666666667
829.0,8.0,781.0,33.89936608557845,6,3.860072376357056
423.0,9.0,0.0,11.5,7,3.546099290780142
334.0,32.0,364.0,29.0,3,15.269461077844312
287.0,7.0,0.0,33.89936608557845,6,4.878048780487805
985.0,2.0,2.0,41.0,7,1.7258883248730963
33.0,25.0,0.0,29.0,0,6.0606060606060606
3084.0,28.0,172.0,33.89936608557845,6,6.614785992217899
2250.0,5.0,15.0,33.89936608557845,6,7.244444444444445
3331.0,47.0,2.0,33.89936608557845,0,1.801260882617833
250.0,5.0,2.0,33.89936608557845,6,2.4
300.0,34.0,4.0,33.89936608557845,6,4.666666666666667
446.0,4.0,0.0,11.5,6,0.2242152466367713
667.0,17.0,33.0,33.89936608557845,7,2.39880059970015
1315.0,22.0,1044.0,33.89936608557845,6,2.585551330798479
252.0,3.0,2.0,41.0,6,1.1904761904761905
309.0,8.0,6.0,33.89936608557845,4,0.9708737864077668
882.0,8.0,63.0,33.89936608557845,7,3.5147392290249435
185.0,17.0,39.0,67.5,4,8.108108108108109
935.0,16.0,541.0,33.89936608557845,6,10.481283422459892
265.0,26.0,85.0,41.5,6,1.509433962264151
22.0,58.0,4.0,33.89936608557845,3,4.545454545454546
1200.0,11.0,0.0,35.5,7,0.5
651.0,8.0,86.0,33.89936608557845,6,2.61136712749616
130.0,29.0,1.0,33.5,4,14.615384615384617
127.0,8.0,1.0,28.5,2,1.574803149606299
103.0,46.0,0.0,28.5,7,10.679611650485436
996.0,10.0,11.0,33.89936608557845,6,5.220883534136546
10.0,10.0,0.0,39.0,0,10.0
420.0,14.0,28.0,41.0,4,0.4761904761904762
208.0,3.0,2.0,41.5,7,1.9230769230769231
60.0,3.0,0.0,33.89936608557845,7,3.333333333333333
1106.0,13.0,109.0,31.5,6,61.93490054249548
938.0,32.0,237.0,33.89936608557845,6,15.884861407249469
23802.0,38.0,50684.0,33.89936608557845,6,120.8637929585749
354.0,17.0,225.0,33.89936608557845,6,12.71186440677966
60.0,22.0,15.0,39.0,7,15.0
473.0,8.0,7.0,33.89936608557845,6,1.9027484143763211
1596.0,1.0,421.0,33.89936608557845,4,0.4385964912280701
22439.0,27.0,2516.0,54.5,6,5.945006461963546
286.0,9.0,398.0,33.89936608557845,6,5.594405594405594
132.0,19.0,0.0,33.5,3,10.606060606060606
678.0,3.0,5.0,33.89936608557845,4,2.6548672566371683
25.0,7.0,0.0,33.89936608557845,7,32.0
404.0,2.0,27.0,33.89936608557845,6,3.4653465346534658
363.0,2.0,67.0,33.89936608557845,4,3.581267217630854
801.0,15.0,9.0,14.5,7,7.490636704119851
344.0,4.0,0.0,14.0,6,1.744186046511628
223.0,20.0,0.0,33.89936608557845,2,0.8968609865470852
604.0,22.0,1549.0,33.89936608557845,6,4.801324503311259
2055.0,13.0,133.0,10.5,6,1.119221411192214
1877.0,52.0,3517.0,41.5,6,25.57272242940863
83.0,42.0,68.0,58.5,4,26.506024096385545
105.0,12.0,0.0,37.5,0,22.857142857142858
500.0,51.0,7.0,32.5,6,17.4
1806.0,50.0,1149.0,33.89936608557845,4,10.35437430786268
692.0,11.0,16.0,33.89936608557845,4,2.167630057803468
406.0,19.0,0.0,20.0,0,11.822660098522167
50.0,56.0,38.0,41.5,4,38.0
300.0,7.0,3.0,33.5,7,0.6666666666666667
1447.0,12.0,93.0,17.0,6,5.874222529371113
48.0,3.0,6.0,33.89936608557845,2,6.25
