enrollment,actual_duration,AE_total_serious,mean_age_imp,phase_encoded,dropout_rate
735.0,9.0,438.0,33.89936608557845,6,4.489795918367347
155.0,6.0,0.0,19.5,4,4.516129032258064
130.0,13.0,45.0,28.5,4,7.6923076923076925
1539.0,2.0,40.0,33.89936608557845,6,0.649772579597141
1258.0,19.0,90.0,33.89936608557845,6,2.7821939586645468
1189.0,17.0,29.0,33.89936608557845,6,11.185870479394447
412.0,13.0,36.0,33.89936608557845,6,4.611650485436893
520.0,5.0,16.0,33.89936608557845,4,11.73076923076923
817.0,9.0,75.0,33.89936608557845,4,1.2239902080783354
286.0,24.0,115.0,33.89936608557845,6,12.587412587412588
894.0,19.0,1391.0,33.89936608557845,4,22.595078299776286
179.0,17.0,0.0,33.89936608557845,7,40.78212290502793
1783.0,59.0,3114.0,41.5,6,31.015143017386425
61.0,14.0,0.0,31.5,2,3.278688524590164
4659.0,8.0,849.0,41.5,6,1.2663661729984974
402.0,3.0,1.0,6.5,7,3.482587064676617
60.0,4.0,1.0,33.89936608557845,7,0.0
245.0,13.0,8.0,10.0,6,2.0408163265306123
145.0,2.0,33.0,33.89936608557845,6,2.0689655172413794
36.0,17.0,0.0,31.5,2,2.7777777777777777
10000.0,17.0,287.0,33.89936608557845,7,0.0
5715.0,22.0,822.0,17.5,6,14.52318460192476
23939.0,2.0,38.0,33.89936608557845,0,0.0
1761.0,7.0,14.0,33.89936608557845,6,2.2146507666098807
55.0,4.0,1.0,34.0,6,1.818181818181818
12.0,4.0,0.0,33.89936608557845,7,0.0
58.0,71.0,9.0,41.5,4,0.0
18.0,18.0,7.0,41.5,2,72.22222222222221
1053.0,10.0,159.0,49.0,3,3.133903133903134
130.0,12.0,3.0,39.0,6,0.7692307692307693
60.0,26.0,0.0,34.0,2,8.333333333333332
391.0,3.0,11.0,33.89936608557845,4,0.2557544757033248
110.0,1.0,0.0,41.5,0,0.0
204.0,4.0,1.0,33.89936608557845,6,0.9803921568627452
102.0,28.0,5.0,51.5,2,5.88235294117647
331.0,30.0,119.0,41.5,6,18.12688821752266
123.0,21.0,9.0,41.5,4,14.634146341463412
473.0,3.0,7.0,33.89936608557845,4,9.30232558139535
1274.0,7.0,517.0,33.89936608557845,6,7.927786499215071
110.0,37.0,4.0,34.0,4,19.090909090909093
66.0,12.0,4.0,33.89936608557845,0,9.090909090909092
11.0,3.0,10.0,59.0,2,9.090909090909092
100.0,8.0,1.0,33.5,2,0.0
122.0,25.0,10.0,54.0,4,12.295081967213116
500.0,8.0,2.0,33.0,4,0.6
105.0,4.0,1.0,33.89936608557845,6,0.9523809523809524
2133.0,16.0,579.0,33.89936608557845,6,1.3595874355368025
60.0,3.0,0.0,31.5,2,0.0
7.0,0.0,0.0,7.5,3,0.0
4021.0,14.0,112.0,33.89936608557845,6,0.845560805769709
13.0,91.0,3.0,41.5,3,15.384615384615383
166.0,53.0,704.0,41.5,3,22.289156626506024
882.0,32.0,3.0,5.5,4,6.235827664399093
379.0,15.0,28.0,33.89936608557845,6,1.0554089709762533
80.0,18.0,2.0,31.5,2,0.0
945.0,8.0,2.0,33.5,5,2.328042328042328
66.0,74.0,126.0,41.5,3,62.121212121212125
51.0,64.0,4.0,33.89936608557845,3,3.92156862745098
277.0,11.0,2.0,41.5,7,30.324909747292416
155.0,10.0,6.0,14.5,4,3.225806451612903
46.0,11.0,0.0,41.0,2,0.0
4514.0,28.0,59.0,9.5,6,0.3987594151528577
35.0,5.0,0.0,36.0,2,0.0
34.0,20.0,0.0,35.5,4,11.76470588235294
1778.0,1.0,109.0,33.89936608557845,6,1.0123734533183353
450.0,15.0,18.0,33.89936608557845,6,12.666666666666668
623.0,14.0,95.0,33.89936608557845,4,5.617977528089887
50.0,31.0,22.0,10.0,2,8.0
8323.0,80.0,7544.0,24.0,6,24.6545716688694
2968.0,16.0,102.0,21.0,6,16.442048517520217
600.0,18.0,5.0,33.89936608557845,4,1.8333333333333333
15.0,36.0,0.0,41.5,2,6.666666666666667
605.0,21.0,588.0,33.89936608557845,6,6.6115702479338845
116.0,21.0,1.0,58.5,4,8.620689655172415
300.0,4.0,0.0,57.0,4,0.6666666666666667
2235.0,3.0,82.0,41.5,6,1.0738255033557047
480.0,1.0,2.0,41.5,6,2.5
1500.0,10.0,10.0,6.0,6,0.6666666666666667
300.0,8.0,6.0,34.0,4,12.0
168.0,19.0,202.0,33.89936608557845,6,2.380952380952381
550.0,26.0,6.0,9.5,7,10.545454545454543
175.0,76.0,255.0,41.5,4,96.57142857142856
520.0,5.0,10.0,17.5,4,0.0
208.0,1.0,1.0,41.5,7,0.4807692307692308
26.0,16.0,0.0,36.5,2,11.538461538461538
66.0,7.0,6.0,33.89936608557845,0,7.575757575757576
705.0,13.0,1091.0,33.89936608557845,6,8.794326241134751
40.0,65.0,60.0,48.5,4,2.5
513.0,18.0,5.0,39.0,2,4.678362573099415
570.0,6.0,9.0,33.89936608557845,6,4.736842105263158
400.0,19.0,37.0,33.89936608557845,4,3.25
1997.0,27.0,86.0,33.89936608557845,6,18.42764146219329
300.0,18.0,71.0,33.89936608557845,6,0.6666666666666667
321.0,16.0,356.0,33.89936608557845,7,16.1993769470405
52.0,3.0,0.0,33.89936608557845,6,1.9230769230769231
400.0,8.0,1.0,33.89936608557845,6,6.0
20.0,54.0,0.0,69.0,4,0.0
406.0,9.0,11.0,31.5,4,1.9704433497536944
276.0,6.0,0.0,10.0,7,0.0
208.0,3.0,3.0,41.5,7,0.0
400.0,18.0,0.0,33.89936608557845,6,1.0
528.0,53.0,21.0,41.5,4,10.037878787878787
849.0,7.0,30.0,41.5,4,6.9493521790341575
144.0,6.0,27.0,33.89936608557845,2,4.166666666666666
1021.0,51.0,5.0,34.0,7,2.546523016650343
40.0,14.0,0.0,34.0,2,5.0
102.0,2.0,0.0,31.5,4,0.0
27.0,19.0,0.0,36.5,2,7.4074074074074066
63.0,1.0,0.0,33.89936608557845,4,1.5873015873015872
32.0,158.0,3.0,54.0,4,12.5
548.0,14.0,31.0,41.5,4,0.364963503649635
3027.0,8.0,102.0,33.89936608557845,6,2.708952758506772
726.0,2.0,3.0,33.89936608557845,6,0.8264462809917356
102.0,16.0,3.0,41.0,4,0.9803921568627452
7109.0,12.0,1382.0,33.89936608557845,6,5.443803629202419
908.0,17.0,478.0,33.89936608557845,7,1.762114537444934
91.0,6.0,0.0,33.89936608557845,6,0.0
225.0,15.0,438.0,33.89936608557845,6,7.555555555555555
103.0,6.0,8.0,16.5,6,3.883495145631068
301.0,7.0,1.0,33.5,7,0.9966777408637874
43.0,24.0,0.0,13.0,2,0.0
1101.0,7.0,208.0,33.89936608557845,6,3.2697547683923704
341.0,5.0,2.0,10.0,6,0.2932551319648094
360.0,8.0,515.0,33.89936608557845,6,1.9444444444444444
478.0,18.0,2.0,26.5,2,7.949790794979079
67.0,18.0,0.0,41.0,7,0.0
185.0,19.0,180.0,33.89936608557845,4,3.783783783783784
224.0,6.0,42.0,33.89936608557845,4,0.8928571428571428
767.0,48.0,0.0,33.89936608557845,7,0.2607561929595828
191.0,24.0,12.0,36.5,4,6.282722513089005
459.0,2.0,13.0,33.89936608557845,4,3.485838779956427
751.0,18.0,566.0,33.89936608557845,6,23.96804260985353
274.0,20.0,82.0,33.89936608557845,6,0.364963503649635
3344.0,7.0,38.0,32.5,6,3.050239234449761
454.0,20.0,26.0,33.5,4,25.55066079295154
468.0,5.0,2.0,39.0,6,5.982905982905983
750.0,28.0,285.0,33.89936608557845,6,18.666666666666668
60.0,7.0,2.0,33.89936608557845,4,5.0
118.0,16.0,1.0,46.5,5,4.23728813559322
493.0,91.0,390.0,59.0,4,54.76673427991886
60.0,4.0,0.0,33.5,2,5.0
803.0,75.0,375.0,33.89936608557845,6,22.91407222914072
996.0,4.0,16.0,29.0,4,0.9036144578313252
206.0,4.0,0.0,35.0,6,0.0
11834.0,0.0,5049.0,41.5,0,0.0
13.0,26.0,0.0,41.5,2,30.76923076923077
23.0,53.0,20.0,41.5,4,82.6086956521739
138.0,9.0,3.0,36.5,6,1.4492753623188406
1707.0,3.0,996.0,41.5,6,2.81195079086116
300.0,13.0,23.0,39.0,6,3.0
1375.0,14.0,742.0,33.89936608557845,6,2.8363636363636364
336.0,0.0,25.0,39.0,6,3.869047619047619
206.0,10.0,1.0,33.5,2,19.902912621359224
1796.0,10.0,115.0,33.89936608557845,6,3.841870824053452
1170.0,4.0,1.0,21.5,6,1.452991452991453
40.0,3.0,2.0,70.0,2,0.0
37.0,47.0,0.0,33.5,7,21.62162162162162
607.0,15.0,11.0,33.89936608557845,6,7.413509060955518
